ideal_durations,budget_levl,culture,adventure,nature,beaches,nightlife,cuisine,wellness,urban,seclusion,best_months,city,city_photo,short_description
"[""Shorttrip""]",2,1,0,1,0,0,1,0,1,1,"05, 06, 07","San Marino, San Marino",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AZLasHrCsadGbcW-PWJk-TQxnuJ6iQGUQo_PgVqyR2VFM1RqnIUYqoXjd4GnrjhPlgivYNSnde2pG0irGKAmn3BDGVXSOrGtfU3KIG5m05fOMur6ixzlBm5P3gHsUWmvSJzTY6R8SxK1hTnuYz7lIiKCuJi28A4BCraHte0XMoww0LapIhdOMNc4qi5BpxOSQZY1IZVoY4yoHS3hSmY-uYuySOop7M7k3gYQ7wDLx6hZBp33rksgzR9XFc64D5yGrR_-3dzOhq37gdqJy_X5zrWL1WgM8nYI3czkaGk1ttRN6mYQ_r8x4O9kmaUYmDx8Oy3w6NYEnXO1U8kGzkMMsktJEGFvDIc1q9zazaaRCtB-ykSIhIqGsxEZ2byV1wnrXl552aG4qU6O6qGXw4c8EPYf_6VYMJyqVYx56OtrpniRI8Ihi-bGEwWe-0lmWwKvIKK84WZUcQXna87czF5mJS4Kjc_sXLemTgVGl0FyGx3rW1GPEUR5pqUQHOpeCtgaioFdQzBr-t-PjMZ_YvVrqR8a_I1DQiyBdyHFI1XUF5Fha5LKHdsgfPHz45dkdAJONWDR5YVEp6JB&key=AIzaSyD_7BLKnsQVpu3qP-U3UJYD9otw4lGEnEo,"Perched atop rolling hills, this charming enclave offers medieval towers, cobblestone streets, and sweeping vistas, inviting a leisurely exploration of its storied past."
"[""Shorttrip""]",2,1,1,0,0,1,1,1,1,0,"05, 06, 07","Berlin, Germany",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AZLasHqLT0SVTvUet3Sj7JR0lqpIacz_qoc5-zEXIzg0EMnN_ZY7oDxLBBdh6-jQj21bR-LdQiBIZhkJPIDsep7GXZyC6X9_Q2d8SiONp1xewvQYChfJf1joLZjy-ZGtrJUkVQ08B-jNawqacPyrFq49DN7AUUBQhqmtUw56iT6lROv2fVDtP-CzKTtA4jQ2Xk1eXhxcfF-oUXpZVcrc99FhQ7DYoVAfMekYUdnMXfaJn7Kz_VlNQdwba1N1wzvBwCkBkb3Xgcjha5l-qHgJeXhWsP9AoX-fVT33JPHBoRnmsqtI2vTCO88HvuTju8GY797RME0GBSQbD3J1bxisXOC0XcCg_Qh2q-PuPJCHTjrQiREuJRSQEZAm4G9ry9YTlBsJ4kjUgTVnrpOVtZsokUFRStxAU7k2uVydIZ8AJHvV18B3wOG3mk2F1AZhffxXj3-nobv8v9tb-gMCACAh4v2maMgPStJS_Z7Fz0e1Tjc1_KMipH7TVjKv1kPha1UxKmLyPstIsBm10AATNi-obGn6px5bh1h-SQyZQorKfniMJ_kZfLOMZDxzwLgHEeCA8_ySShNQgA&key=AIzaSyD_7BLKnsQVpu3qP-U3UJYD9otw4lGEnEo,"Eclectic streets filled with history, art, and a dynamic cultural scene create an atmosphere that's both invigorating and deeply engaging."
"[""Shorttrip""]",2,1,1,1,0,1,1,1,1,1,"06, 07, 08","Helsinki, Finland",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AZLasHrTg-NqHpAlXWNNsJQk12lJ8KkBLpuQYSdUghmM0ilvXCCIzi1rVaCmaXGNzmv5W9MbEZ8hDzi4DMWz8n0Z3HDlkO4yxnQEp7furfsJ7WlKKbmsOm5cOTJ6v2GEvySkfSMg1wUXBl-azlVKN63M7Xe4EJetmXpY3OBDYV12s_i9pRCz2goAFVop-NRTya-ffyGZMkv5qIRfTxD8R6WXqMuESl044BewxJZ1KuP67xu_9Px3mmtyQDBs4HvG1M9c5hqhopNXkVwa1JJcbPq0OIQB35-dIpIAdNls3LiotJFaTH4oYMU10Kj5VmBCLFCS-oMsZ6uPjWlN0lZvfPpkUQ_8U6BvLnEOoH45uYpvnu9tzUqCou1v2_qp2ysZf8Zjgr0H0VTIEkYdFBa5Ej4gXCNZOcXj1iSbTkgVDVD8m1KRbY5O427FLkSNjUDQB7tXDaBqKuT-3RD6K66x3dyWQn5rBIZzirPJmvKYc9_Zc_QiVrFRV4zA--3I4qyK-lZtqNm0mU8efgiREhLjGwclJ7gv9XKICx9RLHpRjmL-1rlbPywjxIO_o4jTSUuBKm-U_ONTN9ocSjcskw&key=AIzaSyD_7BLKnsQVpu3qP-U3UJYD9otw4lGEnEo,"A blend of modern design and serene nature, where crisp air and cozy cafes invite you to unwind and explore."
"[""Shorttrip""]",2,1,0,1,0,1,1,1,1,0,"05, 09, 10","Warsaw, Poland",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AZLasHpNEKLKBK8gC5C6TSJGuLq-tZaBGdjhrX7ThMkyxDv3jwIoOpF_kll41-J08iJdQh0I4UTLwjLOO1yd9IANFLlzYUV6ZPyEEbH1uxCe40rSPzhjVYlhzYjKLMVNmr_R9WV3mTz8M34EhL-WtvaGCtmwZysZ1QPKDGKcCYzFyKwsStYn78NQ-soGTS69w0ogJB_ArXLlYeH2e5OBzLRTFHPwCRXw6cbtIEfr3x3U4kRd5BwX13EaAht3YR6s2nCCEp90jLP_IWYlvA77cwuELRjUHD9GZMSQscuONY7TlJaak5vaKUfYA0xnj-Jk2FxfSVK1VeT1C0n7btOG4NSn0qa5geg2K21jfiUvKYuZPBj6IviOp23JdLpTxKS5D28ERr9dwjirGP9tdJ4KIjMP8-ZrcxlHmkV_Q717BA9LENnpZ_RH9ojYJvXPgHR73qyuxO-ADfyBKlzqNg6eiF4on2zwqxwImP9_HIY2S5fELCILfOh-3VBpu_JJ8RfXbOb9QdqXboGHaOQvcjQGZq1kEePYNRi5vTJnU2cJqxhgefhAyedsEeEJw2M_dI1_LA8-9y93CIqN&key=AIzaSyD_7BLKnsQVpu3qP-U3UJYD9otw4lGEnEo,"Historic streets blend with modern vibes, where cozy cafes and vibrant squares invite leisurely strolls and a taste of local culture."
"[""Shorttrip""]",2,1,0,1,0,1,1,1,1,1,"05, 06, 09","Verona, Italy",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AZLasHrxO1W1UsmaDJaRx0WpUPd096RQCCAeRw9mSoD-1-j3lOV0P4HqyqAB5SjJZ6JHZUOY5mnH8bkch3I2WrJrodOgytjTFNSGa6RHrUmOrHB4nI2NZN_ipqsFN2mTmYGCPDIG1VqYYvmE9NUcHv4ApGqQO654QG4t4UApxKfijUyQ1GKyEaI2qNM_NS6AFoe6jb4Uh_WO3QFPeJSUw-_Cho1Vz03MiH6XAMjmBXTera3kSxiHvfaiwGK2EHKpGDc9JDrKkwj9-1tQYhrfuQar-fS2E-AI5A3GgTVut2Tx6H8-3b4q3GEoSdig85Byl5LR-ZX8zpRGlp5Ooy7KbRZHLCLKWrBoR8U6GvXyVo9EbhjRIwFEw4f2zvOdZ6AUgfr9rln77ibmyR_IiKGcvcvWpv1NyRXJcmjAZOb5X_iO9U6angdVYmAEZQmvHTWI9Z4WiH2cOTL-9M3akSGNSUD0qGm3EYK7lqQqLl7g-y5bUt7HuWtr3P0eHG-keygdp6jTXDcK91BgzXTvdeWQVs6IzDZYazhirLkiUHOxwc6rZ3oQTz18RODi7T42V5fvmK3KqdwWAObR&key=AIzaSyD_7BLKnsQVpu3qP-U3UJYD9otw4lGEnEo,"Charming streets with a romantic vibe, historic architecture, and cozy piazzas invite leisurely strolls and delightful discoveries at every turn."
"[""Shorttrip""]",2,1,1,1,1,1,1,1,1,1,"05, 06, 07","Annecy, France",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AZLasHqimLMEWKUmkwGfMMeToOOLKdIQuywdbqxwFR2lFHVEw3rqjCGb7eMnQlfVZ-sCpOwc6EF9wDKjhtHkgSfJjoTvW60IuQvvzLQEcMCHMFYj7zMSw2l7TLkGgmOjlz8jUoYVpA0PfyqpfKeLxINhRPkSuCCxT7KCyqVgKWLjRYmc98VKhDGtIeXBvA9DHRSWRNVO-hWuP8yn_KFUA8bE2xzJhg1C9E_ueigzdp8Ta3M1GtEdPLeIRm4iqI0h4Up90hGD3ibLL4P4sSUcaT6zEm7b938p67c7OBTDfJmCaHPCxtmkOFA1Wmg9KbE6gjgGCpfp92qOHRBvdYFmeKNBVepN8I6AmyKJBY5x6dv0DRrC1Vo1p30sl1LezuHXhGrV4_CoLyEAyGpS1mhWwdZulnn6nEdSOc-K3QrOepuBVT9ZtsrvDmFZFodmofI7VJr7OPouSat9dhx7wU_SB5SVOMyx6c9CWc1kDyecEZZwzMYPMA0v0P2kxCZu_7CWlTLSpLPqrffGXWK25qHzLXKHGpyEiob3ljbUE-NuW0i71LNXxdswln0BjEoVDNYCpHB_jmU8o6sFt0XTYw&key=AIzaSyD_7BLKnsQVpu3qP-U3UJYD9otw4lGEnEo,"Charming canals and cobblestone streets weave through a picturesque town, surrounded by stunning alpine views and the serene waters of a crystal-clear lake."
"[""Shorttrip""]",1,1,1,1,1,1,1,1,1,0,"01, 02, 03","Colombo, Sri Lanka",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AZLasHrFDar6NxzbZV1uoGLzl3l2a_ztdaiJ7RqmVDXlfxHnC4KaXCm8TfBXHkEKk7kYLaxfsE8zLQUd0bqmhQtnFTlRGu6ae-UpyQG0sxadvfsphSbeMlMk6siyvRvO3siEf3aN4LKI3O4YsYLNVqw-B3f8h7H_YRbOzz3qAcM36SL_2v9g4gjJkkSa97t71djzSNLjA0E50PizV4sQZYWQIY6JW6OEYw1ixUiySHq-UpDXJeUnr3HdqFmYR84gbP_t8z_PWCKRGgHgrzRYJIkW-nn2rju4rDD7OuYCGIM0JAjC5Ta_y4_AFljw7HAzE5o2BeojyQtrwh1OcVOzrIuTMvQRnyD5Hi-UZjADZkInc-P3TrBeCX4J1k4TdfGawvavd0qnVvcJnicrAmNie9o8mpWjAhMxBdR_mbew6KgvCpY6GwBSrEZ2Pc4NPDvN3_94LOhRC4bvy-LY3YKDFgxdt8esq_veioDi4X9D7l7VFe8cX358XuMI_A6jNG3HM2UCT2ZQBzCEn0KJP9cqsUPv8txSuupDxL4weAAAzvlFueJjUAl9ZJpwdYSyw_zReRqYO7nDnGe_&key=AIzaSyD_7BLKnsQVpu3qP-U3UJYD9otw4lGEnEo,"Lively streets filled with the aroma of spices, historic temples, and a coastal breeze create a vibrant and welcoming atmosphere."
"[""Shorttrip""]",2,0,1,1,1,0,0,1,0,1,"08, 09, 10","Fraser Island, Australia",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AZLasHq4lQ8CsxvdV-w8xtUvAkJ85Kd2icEj1FgApsk6dZmPn8cNmy_Aeh-AEKP414oGpp8rgOj6bLMcC0QJeuCzLthyPtx51f8fTd8MA4C-K1TaePacn69OKFTg-N1UDQ8taBvEfPARVVioMRiEfYLFawaKpGb9ypW0ZX_CjVsNB0FayIDJcpmli4gwGvbTR0SKVHWKUzcu145Gj7TrojSeC7lf57zPi9h9_eO2xwj-jBgJZ4pUmA2wPGT8IH9MbA8aS0_1B5wKfPm9S0-M1v7f5b5DHEW7BonT-E6QoACqAZvZnSTrNQ6IaF_2_oYO9nPqzLdCHB--BGMzFINUmNysvHuXpJipMEqZrS3xcdlWqiu679dHFXo4D2uHA1kPdJ07TYeaHatWguh1NBycMrMyvUiKOZgJ_qBzC_C1ESBf4I44T8u2Pg_Jyg9DrOv4U79U5sQM_bMGiaSV4j0AzelTGmYUx6ggVfpbnSnHOY6cYGA8SZScuSD7Gd2x22XY71kLxPCezwttOX5e-Z0m1KBGcfM-aHJ-rLAmVwlAJg95I5GGMDZ6KknHvsFfzbvVFfrPlftgwtd-&key=AIzaSyD_7BLKnsQVpu3qP-U3UJYD9otw4lGEnEo,"Endless stretches of sandy beaches, lush rainforests, and crystal-clear freshwater lakes create a serene escape filled with natural wonders and tranquility."
"[""Shorttrip""]",2,1,1,1,1,1,1,1,1,0,"11, 12, 01","Dakar, Senegal",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AZLasHqOh-7hp6iVzhAjn4E_Hw1mbU2tY27kycR2ieMJGUsDQogfn8diSRglyE-WYPQoQozm5tQoepVoG7BtpFWrUJZpoIsd2cf-fAIbvsQspECONbNP26s_P9VaJ7a6wO6lGkgsWPpvOUJIDyA5eCDLy25iKByeSNHHDp1n3DaNLle2yqbzfAQ9XcERG7kIhTdRnluINvv6-xAr6RGyseFOYDYtHanRTlc2QZf_EqeYUcR8__4Y6NL4uJQGawlAiznZxN4ThEt43vPmaBNas1U0sSNaKe3jFvQkedR_CTr7XJSJMXCvsMxmPdIl7WoS0H3_08lkwcFOCB3RNSi-Yhsgl06d3o_Z3x5UK4-C82C6tV3R1ciXCS8mjL_kkXiDo_rGpQfD6lcugz5p95JJK-TIfyVrB5NG-ytPCv9IBbFUY10ln49yqndSXfqQLZeuLsahZ-1NjgYvoJdW9keLSdrAv_-0rNMeZxIE8p-bOd-OnLrH2XSM7cSJc2-RwH-b_D1EGSksPzCoNKXyZZAqBlNPLQQkqxQENOEo2FjqxpLPMIVRgT6xtihvkbV6tyAmqSM-ycedkdJ0&key=AIzaSyD_7BLKnsQVpu3qP-U3UJYD9otw4lGEnEo,"Bustling markets, rhythmic music, and vibrant street life create an energetic atmosphere that's both captivating and welcoming."
"[""Shorttrip""]",2,1,1,1,0,0,1,1,0,1,"03, 04, 10","Wadi Rum, Jordan",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AZLasHpF6UntTok29-AOL9D7YHPLVW7IWYmhoI44eShgU3pD_q3Xb38qxoDI0jSro08dgbh-gHHRvLP4tItYRa0RY7ZXmcXqhTB5jBvEkyl3SAzboImZ3ox2FXKVE3sbCsEHZaql4tkdGe1JzJn8egFDe2FG2xQAYTdNJXPSzg6THzIFfnSyVQuI4iLhBawnRS08ijZ65wgpHd_kBd-jR7GHelx8LKaLE1HLlN56w4a7W7ymSzH549oHV_xkk1jO-J9o1KT-A8casNWOZEnLKPplLqKZ71s15picnWXsGprPSgJGvL6JlJZnvX2uuqitzzKBMWEBCo6UYn7jifsNqgRhCxTjQNaAllF7vaOM9rZ4-nMGKoyefdDLbirVgTSCJSB38BMC5YCCnTqsfOcQkz-uZebrdsvoWUiDqvaR7PeYRmwEFwxG-Prn7pnlABUhUu2TmWdWKkYhTTsa7UScx5iwwhI4-35Jq-0XolR__wj_AdvaePKTRnPZTJIsO9fuCAAtG7B511MKzqmWmzFIa2D43lKU1hyavRtvcOInoxcY0qXwZkME2ni9PV4OM7zpLlWpJMmFHj5T3gNpYa5hFCsfn_iw_cNMSw&key=AIzaSyD_7BLKnsQVpu3qP-U3UJYD9otw4lGEnEo,"Expansive red sands and towering sandstone cliffs create a surreal landscape, inviting exploration and offering moments of profound tranquility under star-filled skies."
"[""Shorttrip""]",2,1,1,1,0,1,1,1,1,0,"05, 06, 09","Munich, Germany",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AZLasHr_ik-z-kPwrGH27a3ivQi376hGCCJfDe_UURJEsbsxJ_SKiMZ4AF2SIfn0K0iMFVUoTPljM67DFcmnq-dW81Mp10bvFV5wQKgbMt19cILdWoIoLO97XstUZq0rwIAotTr8tXNFI5KAHq29f5XVwaIXR90G9be9ueqt2xc8QpV-InT7uO_hu1Rn-keM8RXgWZKCzzaMqceMWTD6ZlHWakOJ5ZRZ8d6DikWVorWOUms8PKxiYTjEFqR0d9HjawmFWraA6UkbpW1xDu8UhQSk-yGGMbe8udY4DGKZvReW_ZANctogeqMdoWTWL0fBbHuwOB1nRIFxjfhDwkLQ2zoYsb3WkfLcuE9kjkAClgo3m7Gi4osnlwjeur7BzFuBqUO9d59l9lMQnU4UaZGFBQRcRsTBPXiY8fw6FzEnCNu-34ubXIH9_NkWG8ZEhgZGvsN8rlsc-gg7b2hyFS5V4iKfjVfVoGprjNLok_g9UF246EMZFrISXE2aFwLJNzx2uBPfIv5gFSTzC8g1v7GdXOnvUS6drFhOpxocynmR93KSqwPn0GrepQbnchMp88lqi_mvi7_bOd_Xf8nhVg&key=AIzaSyD_7BLKnsQVpu3qP-U3UJYD9otw4lGEnEo,"Historic streets filled with the aroma of pretzels and beer, vibrant festivals, and a charming blend of tradition and modernity await."
"[""Shorttrip""]",2,1,1,1,0,1,1,1,1,1,"06, 07, 08","Freiburg, Germany",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AZLasHrcZ03ZkP1LS_syYPdeYI5X-Vd2epoE4VTu2C4MjJM524Zg_zbswfckv0MZaSbUgPgyor8uf_vNFbLCDJ4Klil5BaW6U3bwcwP8nglgnCOxJHiAhP-xj7C2VR6cI1RUnHX6vk6duJbiy-68htmr5S3PLxv41h3ejUPDEdgBpYUaOmDvyujHmOMJPrcS6vrIE3SDfsec49nYaN9rvhkiUf3KZon1l8vUf7W0Q_NxeUBuW9-yp9xYccCgoxCmhyok5PCIBdhpH7XBtYnvCPwQ_FezoALAjV0hdgUAPktjNGTopb44GwY0K2k0fmhY2qoY1rmgWzjReQnw8WGaSalW8-7PT1REUpRRSdeii-SGoAxK7gLBKs28XoHEgGkxELsUkw_hwBnUAXpkW22d_9Td_C5MLkGeYLGhSGTArgKmuo6iW59tBifovG2Grfze7FgLaXpBt_12A1Qo_LtlPlQAygIJP7pQSnKNW8CXQEppbYbDYk3mowd7oT95Z5FQtr_SF34dw5N-7sV_sNKiAWJQECIx3-mwgwk9hmT9HAcnPRRU7oz5ifOSEz9hf2_cMLH_7dbIsg&key=AIzaSyD_7BLKnsQVpu3qP-U3UJYD9otw4lGEnEo,"Charming cobblestone streets, lush greenery, and a welcoming vibe create a perfect blend of nature and history, inviting you to explore leisurely."
"[""Shorttrip""]",3,1,1,1,1,1,1,1,1,0,"03, 04, 05","Singapore, Singapore",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AZLasHr1aK9OoXdNKkB0RECXibM4OrSOjfYZ-UM56vSf0iJ6k_ixFurQVslFG6P6Z0Vb_WVLHAwq0hFkXEuh_edK22jSjpT6rLgGivYUDkclrDkGFmAkvIsd1hvgjrOrcjHp-qNHWEOzJwEu7T4jH6-ums6g47wJBqCRcBT16up9zYP2XTyls613q7BIlCksD9TOycCwo9RglfI66qaNJHcg2ZRbiNHr_6_m55sEkoPqtyhNuRLsw26oYv4oUWlEPbQWfU6klXGWk4cPDu8Zq60Xl3tYOXL_0VxSmiin4S7ShY_u92rnp8wLOmh0b5-T-mw2B1DwJC0LyVIdXGvl7yEypZXeYMliTnUoV_XCA78uFn6-1dw_NwdiFOhny8cHFaK8mvAqzTgQAJOSNP-1g9s5aQXMAll2vsafUhaXpM_WNuQTMFJjcHcs55OYKbfPSexrLwXnBkKuKUMZ-o66OZydtmeBe-j-AhHsCHJEYT4RmGsK2C13mPsEQTC1r8VBz31o1Mct-x0NJyvn6f7yFUiblgoHVmBmmbQgkolR84GWFsAp05fd8xptw77ZQNwr92UXHFsOQBVu&key=AIzaSyD_7BLKnsQVpu3qP-U3UJYD9otw4lGEnEo,"A bustling cityscape where futuristic architecture meets lush green spaces, offering a vibrant blend of cultures and flavors at every corner."
"[""Shorttrip""]",2,1,1,1,1,1,1,1,1,1,"05, 06, 09","Piran, Slovenia",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AZLasHpI33W8Mvo4EUGbUY342WVtpZsRcU63vJe6v_SqHUPMsH21hN1Zn8rvZ4eKPhtU0nzQVpokzpDqoL14b47L_0xmUQI86NlGPLCaRptfQ6N9aJoFKBAyyOvD95gy8r8qTiIqb9JTQhWleDc80nrLBAMYFCRBd7R22yUTkPWa8xK-QFvGfAHBbFJuofoaMabzQx_-IMc9Wq6sOJpFBTUhZvPDhWDwM1MW3TShRiZBxXQI3wnMf2qpW7qvauW_NO4RABXmJZbuOcAwnoC7CpyXAZUJUKoxJZCxVQVJ6Kaj-26b4Lp_T1kFIWRfJYIIUxjSNCJoGOBVqgRRb9JCjiFV9uDEPlllqVeYtrmy-5p8ZZO5E3Ldn7TaGAAbNj21y-NHGE5fmr462JkVXXg2YtnrmLaAXnOGQpTnP7A75JujbAcstoIsBFKNm5io6cGgWKMG80OJS2mZwGVMZYt4NM2lfO41wE0JGBnAePCy593oSk4LEXrhTzvCD4zOHBjl5K9NRGmSCfaijqSeWMDkLtcqNND3T7xHHQAepvG0nr3YdN6pMuw6-Xu_iiAe3giVOv7x7i-MUmVr_XgNwA&key=AIzaSyD_7BLKnsQVpu3qP-U3UJYD9otw4lGEnEo,Charming cobblestone streets lead you through a town where the sea breeze mingles with the aroma of fresh seafood and vibrant markets.
"[""Shorttrip""]",2,1,0,1,1,1,1,1,1,0,"04, 05, 09","Valletta, Malta",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AZLasHrlw1VW0dG1YtnarY7FWg6kcId2n-PieJuYnzn6xShYoc7eMKFgpu4RLOxeyLtOjUzuGGyyOozaMAtmaBjdrDmZpUlAAUpQFEFtp0QU1SgxGqI70t32-geMACKpobi1HbWZh75qlyCarKEM_yH0WQOUoFu_cu8TutsrSmPDoVOwkK_qoKTCNi1fQ0QGPp2u2ds8wHQa5RQemLGpBqYp3H5tBpeNKZs5m6YaZQ8QE-wUmaHeHI_HlscbhXzzelez5jueBUFdAnapHcOCjor4kOiSFWh1VRoN62mWeatyympjZOOQTRWfz7y-ThCMFuwcYl_h6tdVMC16Z6n9N4rpIehJhXsiJR11qaBS8PJ92Fv_1UoE0KgM3S1iMgssg5211dHknhMJxbw0EKF2X-BHhvluIa_EhgG-HU5u6lE0QGfpl04RkauiE7prezwae9AA_pfSrsLAeXYrOzrLlvcxcLszmZFtxzKhtazY3SD6uUVnZ0YVMf5xkpna1nsoo2zUBWYHAYIBqY_kAWWhtuVL-vFVkamkFdiWJFnubGqsp0r4KM55AdEoGjDlSA6fkQHg_ymfbrHBRuaWpw&key=AIzaSyD_7BLKnsQVpu3qP-U3UJYD9otw4lGEnEo,Sun-drenched streets lined with baroque architecture and vibrant markets create a charming blend of history and lively Mediterranean spirit.
"[""Shorttrip""]",2,1,1,1,1,1,1,1,1,0,"05, 06, 09","Thessaloniki, Greece",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AZLasHpUgDQpH9W_srS5Qw7b2PJEUx7fEG8EolEQUjVTMF3gHUvi71HSpUANytHkT_a_bx-kpxRcUf_a2bjXmeU8aODjqGHZ6wvGBbVYVVEEqu_qxljQy7Wou1ezBetyZCGaWeh8LuWkTeXX3A1GbwIkIo4M0EDP72HYY3Y5xsjh-7kxpBKGFoywHsevdBSq5z4cp7iJpdaFMGkqy74nKN-SowoUt_m4Nf0_le0vzVmOR9jEgBDPbMVUBngtCWr5TkeWjq_bn2bppp04GvZGQrNTE1XmUPrie-hrunqBR0gk8my-3TzEfiOeIladd8KkQJzDxDTavPNNg4bvRdTe2QvMeH3CFhBlzijq6mCyShpiEQ8DUhVoIhx139738pjXt1urBhIJl26LEiH-ndztueVmhgIZD8ecrJT8QzOKl9OE1XzBl8J3wJnwIq_vWBZkiI74nMO1sV_mr2isg1t5oMCFsPrG4wt4eG5AXKGzqY0ycga7EhIkSVZ_P2Jz0safx7gxbECCuZtJrEW--aBW-URzczXI_Rn_wqQWLwm-FgEJRoDjLuxpKuylsNrZC5fCR1GfMikRVQ&key=AIzaSyD_7BLKnsQVpu3qP-U3UJYD9otw4lGEnEo,"Lively waterfronts, aromatic tavernas, and ancient ruins blend seamlessly with a youthful energy that invites exploration and leisurely enjoyment."
"[""Shorttrip""]",1,1,1,1,0,1,1,1,1,1,"02, 03, 09","Georgetown, Guyana",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AZLasHoGJlZPMR94FOs34ocGwmhNBfLPQx6VIBBlKsUtcJnLEn0BdDX8Oo1H_-aDTTvfSwVk-LvxSv6XDLXYtbEUh7UY_uGsn5NwOiXIa9JFs3VjeKDaY-sORaR_0RgjgdouYENEW6712iE4UxMeiMOLbDZnjsrNdO_whVOcIsmgBu1Jif5slERU6PkzCmDanO7n412M5kLYVO-_03wOfmPC3lDomd6-5-D7nZsz42SiXqlqsDCmJd-OZxxfeIvLNl-idz7feoiYuPFLjznwx8FT5X3wmWyYgPZeK8sTBg95subr_kbdn85xbZgMaQtiBM304x5UB2WQb-qba_tX_aWYrOLe9ROOYdd6aiK2BqcvpwYygRguUAY-xp1D7bHIggCAJ1DtEzLfaXS42BEF-qgrmuJ2HPIYp5-VAbTlKYKS6nkMayzPrHb8LRyX4z6GxKxtrFm4ILAkLSlFsC1-wgSCAblnLEHS1MRceYKJnDXmLTOO4hl2eCEO-wArdFUIRvdD-zXOTDTQbA8IIQiWsZys1RI7c3vGBmRcF2m9iTSKfncuJ3uAtdV9rr8_BBItqgvkIzTOIpGhkoigVQ&key=AIzaSyD_7BLKnsQVpu3qP-U3UJYD9otw4lGEnEo,"Lush greenery and colonial architecture meet vibrant local markets and a lively Caribbean vibe, offering a unique and welcoming atmosphere."
"[""Shorttrip""]",2,1,1,1,1,1,1,1,0,1,"04, 05, 09","Jeju Island, South Korea",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AZLasHpxdkDRa8Wt_HBEwzyoH9ShQZD87H-2CAQOYpDzKcMieaIouUhiK0BlJewwO5OuavuN735xyp5pMxQmbY6PROjin3-C8NVAHctN0malKxiqJ5DZ-tQTT1CArLWVBvuy88ipTq1BgbM0-uMWI-fDWnogDEG6NyAlAM7ACLDgFAOJ0lD5QdjNL97eLguKW-SJoRP9krDty9uWmmraC24u56yV7Alh3L1vdndTqh9sTzabbTz3J_a-dGOuES2x-PH4ohjfpZUiGRl-ZjoUAjeqayYp5-LYtnGwVzdUfu4Y97SOncrOCexsoozZeC7P9McccbczkEEk1uSIAidZ_1Czop5_m8St7r7PmVlxAC955a6nCW_DCmV6mvWaTqjQetsuHlwRPIIIq0vIDfNUobVBRkkDq-KlHokLLU-vy0JKHdZmfE6LebSkNNj0yjgyD8XTDjeWtyHEC510-bPeAgB_s-rR_0lJwXiIPtAVSPwBzRLG68I4hKKRfBG9oNObniXFDPfBNDGKGypJY808x8sdKY1wZESbGyRdQk8YvURhxmwGqMSWWpCTZ0gXX2gBj2sCWBSawM_g&key=AIzaSyD_7BLKnsQVpu3qP-U3UJYD9otw4lGEnEo,"Lush green landscapes, volcanic craters, and serene beaches create a tranquil escape, perfect for soaking in natural beauty and peaceful vibes."
